anio,mes,region,prov,HIDRO <=50MW,energia_gen
2013,6,1,4,True,4.7
2013,6,1,4,True,0.1
2013,6,2,12,True,2.0
2013,6,2,12,True,0.0
2013,6,3,9,True,0.1
2013,6,3,14,True,0.9
2013,6,7,19,True,0.9
2013,6,3,9,True,0.3
2013,6,1,4,True,5.1
2013,6,3,9,True,0.0
2013,6,7,6,True,3.3
2013,6,1,4,True,1.1
2013,6,7,18,True,0.0
2013,6,1,4,True,2.0
2013,6,3,9,True,0.0
2013,6,1,4,True,3.2
2013,6,7,19,True,2.6
2013,6,3,14,True,0.1
2013,6,1,4,True,4.1
2013,6,7,18,True,2.4
2013,6,2,12,True,0.0
2013,6,7,6,True,2.0
2013,6,3,14,True,0.1
2013,6,2,12,True,0.0
2013,6,5,17,True,0.0
2013,6,3,14,True,0.0
2013,6,3,9,True,0.0
2013,6,1,4,True,4.1
2013,6,7,13,True,4.4
2013,6,3,14,True,0.5
2013,7,8,3,True,4.6
2013,7,3,9,True,0.0
2013,7,7,19,True,2.3
2013,7,1,4,True,0.6
2013,7,3,9,True,0.0
2013,7,1,4,True,3.9
2013,7,1,4,True,0.0
2013,7,2,12,True,2.1
2013,7,2,12,True,0.0
2013,7,3,9,True,0.0
2013,7,3,14,True,1.2
2013,7,7,19,True,0.9
2013,7,3,9,True,0.0
2013,7,1,4,True,4.4
2013,7,3,9,True,0.0
2013,7,7,6,True,2.9
2013,7,1,4,True,1.5
2013,7,7,18,True,0.0
2013,7,1,4,True,1.7
2013,7,3,9,True,0.0
2013,7,1,4,True,3.2
2013,7,7,19,True,2.1
2013,7,3,14,True,1.0
2013,7,1,4,True,3.4
2013,7,7,18,True,3.2
2013,7,2,12,True,0.0
2013,7,7,6,True,1.8
2013,7,3,14,True,0.1
2013,7,2,12,True,0.0
2013,7,5,17,True,0.0
2013,7,3,14,True,0.0
2013,7,3,9,True,0.0
2013,7,1,4,True,3.9
2013,7,7,13,True,4.1
2013,7,3,14,True,0.0
2013,8,8,3,True,5.0
2013,8,3,9,True,0.0
2013,8,7,19,True,2.3
2013,8,1,4,True,0.7
2013,8,3,9,True,5.2
2013,8,1,4,True,3.5
2013,8,1,4,True,0.1
2013,8,2,12,True,2.1
2013,8,2,12,True,0.0
2013,8,3,9,True,1.2
2013,8,3,14,True,1.7
2013,8,7,19,True,1.9
2013,8,3,9,True,2.0
2013,8,1,4,True,4.0
2013,8,3,9,True,0.1
2013,8,7,6,True,4.8
2013,8,1,4,True,1.5
2013,8,7,18,True,0.5
2013,8,1,4,True,2.0
2013,8,3,9,True,6.2
2013,8,1,4,True,3.3
2013,8,7,19,True,1.7
2013,8,3,14,True,3.6
2013,8,1,4,True,3.2
2013,8,7,18,True,4.3
2013,8,2,12,True,0.2
2013,8,7,6,True,1.7
2013,8,3,14,True,0.2
2013,8,2,12,True,1.5
2013,8,5,17,True,0.0
2013,8,3,14,True,0.0
2013,8,3,9,True,1.2
2013,8,1,4,True,4.4
2013,8,7,13,True,4.9
2013,8,3,14,True,6.2
2013,9,8,3,True,6.5
2013,9,3,9,True,0.0
2013,9,7,19,True,2.2
2013,9,1,4,True,0.7
2013,9,3,9,True,7.4
2013,9,1,4,True,3.0
2013,9,1,4,True,0.0
2013,9,2,12,True,2.0
2013,9,2,12,True,3.0
2013,9,3,9,True,2.0
2013,9,3,14,True,2.1
2013,9,7,19,True,3.8
2013,9,3,9,True,3.4
2013,9,1,4,True,3.4
2013,9,3,9,True,0.5
2013,9,7,6,True,6.0
2013,9,1,4,True,1.4
2013,9,7,18,True,1.3
2013,9,1,4,True,2.6
2013,9,3,9,True,12.7
2013,9,1,4,True,2.5
2013,9,7,19,True,1.6
2013,9,3,14,True,4.5
2013,9,1,4,True,2.8
2013,9,7,18,True,10.6
2013,9,2,12,True,3.1
2013,9,7,6,True,1.4
2013,9,3,14,True,0.2
2013,9,2,12,True,3.1
2013,9,5,17,True,0.0
2013,9,3,14,True,0.0
2013,9,3,9,True,2.1
2013,9,1,4,True,4.2
2013,9,7,13,True,5.1
2013,9,3,14,True,10.3
2013,10,8,3,True,10.0
2013,10,3,9,True,0.0
2013,10,7,19,True,2.5
2013,10,1,4,True,0.7
2013,10,3,9,True,7.1
2013,10,1,4,True,2.5
2013,10,1,4,True,0.0
2013,10,2,12,True,2.1
2013,10,2,12,True,3.7
2013,10,3,9,True,2.5
2013,10,3,14,True,2.4
2013,10,7,19,True,4.9
2013,10,3,9,True,3.9
2013,10,1,4,True,2.5
2013,10,3,9,True,0.5
2013,10,7,6,True,7.2
2013,10,1,4,True,1.4
2013,10,7,18,True,0.9
2013,10,1,4,True,3.0
2013,10,3,9,True,8.2
2013,10,1,4,True,1.5
2013,10,7,19,True,1.6
2013,10,3,14,True,3.1
2013,10,1,4,True,1.9
2013,10,7,18,True,6.5
2013,10,2,12,True,3.8
2013,10,7,6,True,1.4
2013,10,3,14,True,0.2
2013,10,2,12,True,2.4
2013,10,5,17,True,0.0
2013,10,3,14,True,0.0
2013,10,3,9,True,2.2
2013,10,1,4,True,4.2
2013,10,7,13,True,5.1
2013,10,3,14,True,22.7
2013,11,8,3,True,12.9
2013,11,3,9,True,0.0
2013,11,7,19,True,3.3
2013,11,1,4,True,0.0
2013,11,3,9,True,5.6
2013,11,1,4,True,1.9
2013,11,1,4,True,0.0
2013,11,2,12,True,2.0
2013,11,2,12,True,3.5
2013,11,3,9,True,2.5
2013,11,3,14,True,2.6
2013,11,7,19,True,4.7
2013,11,3,9,True,3.6
2013,11,1,4,True,1.8
2013,11,3,9,True,0.7
2013,11,7,6,True,8.6
2013,11,1,4,True,1.5
2013,11,7,18,True,0.2
2013,11,1,4,True,2.0
2013,11,3,9,True,11.6
2013,11,1,4,True,1.2
2013,11,7,19,True,2.0
2013,11,3,14,True,8.7
2013,11,1,4,True,1.3
2013,11,7,18,True,2.4
2013,11,2,12,True,3.5
2013,11,7,6,True,1.3
2013,11,3,14,True,0.2
2013,11,2,12,True,2.9
2013,11,5,17,True,0.0
2013,11,3,14,True,0.0
2013,11,3,9,True,2.1
2013,11,1,4,True,4.3
2013,11,7,13,True,4.0
2013,11,3,14,True,26.0
2013,12,8,3,True,16.2
2013,12,3,9,True,0.0
2013,12,7,19,True,2.6
2013,12,1,4,True,0.4
2013,12,3,9,True,6.9
2013,12,1,4,True,3.3
2013,12,1,4,True,0.1
2013,12,2,12,True,2.1
2013,12,2,12,True,3.5
2013,12,3,9,True,3.4
2013,12,3,14,True,2.1
2013,12,7,19,True,2.9
2013,12,3,9,True,5.6
2013,12,1,4,True,3.0
2013,12,3,9,True,0.6
2013,12,7,6,True,5.3
2013,12,1,4,True,1.3
2013,12,7,18,True,0.1
2013,12,1,4,True,3.4
2013,12,3,9,True,13.2
2013,12,1,4,True,1.8
2013,12,7,19,True,4.3
2013,12,3,14,True,10.2
2013,12,1,4,True,2.6
2013,12,7,18,True,2.4
2013,12,2,12,True,3.3
2013,12,7,6,True,2.1
2013,12,3,14,True,0.2
2013,12,2,12,True,4.1
2013,12,5,17,True,0.0
2013,12,3,14,True,0.0
2013,12,3,9,True,2.3
2013,12,1,4,True,4.5
2013,12,7,13,True,3.1
2013,12,3,14,True,25.7
2014,1,8,3,True,15.9
2014,1,3,9,True,0.0
2014,1,7,19,True,1.5
2014,1,1,4,True,0.4
2014,1,3,9,True,11.9
2014,1,1,4,True,3.9
2014,1,1,4,True,0.1
2014,1,2,12,True,2.1
2014,1,2,12,True,3.3
2014,1,3,9,True,3.3
2014,1,3,14,True,2.7
2014,1,7,19,True,0.6
2014,1,3,9,True,5.2
2014,1,1,4,True,2.4
2014,1,3,9,True,0.7
2014,1,7,6,True,6.9
2014,1,1,4,True,1.1
2014,1,7,18,True,0.3
2014,1,1,4,True,2.2
2014,1,3,9,True,8.2
2014,1,1,4,True,2.5
2014,1,7,19,True,6.2
2014,1,3,14,True,12.8
2014,1,1,4,True,3.3
2014,1,7,18,True,3.0
2014,1,2,12,True,1.9
2014,1,7,6,True,1.9
2014,1,3,14,True,0.2
2014,1,2,12,True,4.5
2014,1,5,17,True,0.0
2014,1,3,14,True,0.0
2014,1,3,9,True,2.4
2014,1,1,4,True,4.9
2014,1,7,13,True,2.8
2014,1,3,14,True,27.0
2014,2,8,3,True,10.2
2014,2,3,9,True,0.0
2014,2,7,19,True,0.5
2014,2,1,4,True,0.5
2014,2,3,9,True,1.9
2014,2,1,4,True,4.4
2014,2,1,4,True,0.0
2014,2,2,12,True,1.9
2014,2,2,12,True,3.1
2014,2,3,9,True,1.3
2014,2,3,14,True,1.5
2014,2,7,19,True,4.9
2014,2,3,9,True,1.9
2014,2,1,4,True,3.9
2014,2,3,9,True,0.5
2014,2,7,6,True,5.6
2014,2,1,4,True,1.8
2014,2,7,18,True,0.3
2014,2,1,4,True,0.4
2014,2,3,9,True,2.4
2014,2,1,4,True,3.0
2014,2,7,19,True,7.8
2014,2,3,14,True,5.3
2014,2,1,4,True,11.5
2014,2,7,18,True,3.4
2014,2,2,12,True,2.0
2014,2,7,6,True,1.4
2014,2,3,14,True,0.1
2014,2,2,12,True,2.5
2014,2,5,17,True,0.0
2014,2,3,14,True,0.0
2014,2,3,9,True,1.4
2014,2,1,4,True,8.7
2014,2,7,13,True,3.6
2014,2,3,14,True,15.2
2014,3,8,3,True,9.5
2014,3,3,9,True,0.0
2014,3,7,19,True,0.9
2014,3,1,4,True,0.6
2014,3,3,9,True,2.7
2014,3,1,4,True,7.4
2014,3,1,4,True,0.0
2014,3,2,12,True,2.2
2014,3,2,12,True,3.6
2014,3,3,9,True,1.8
2014,3,3,14,True,1.4
2014,3,7,19,True,12.9
2014,3,3,9,True,3.0
2014,3,1,4,True,4.6
2014,3,3,9,True,0.5
2014,3,7,6,True,7.7
2014,3,1,4,True,2.9
2014,3,7,18,True,0.5
2014,3,1,4,True,0.3
2014,3,3,9,True,0.0
2014,3,1,4,True,4.2
2014,3,7,19,True,10.0
2014,3,3,14,True,2.2
2014,3,1,4,True,20.1
2014,3,7,18,True,12.6
2014,3,2,12,True,3.3
2014,3,7,6,True,3.8
2014,3,3,14,True,0.2
2014,3,2,12,True,1.3
2014,3,5,17,True,0.0
2014,3,3,14,True,0.0
2014,3,3,9,True,1.9
2014,3,1,4,True,13.5
2014,3,7,13,True,3.4
2014,3,3,14,True,11.0
2014,4,8,3,True,8.6
2014,4,3,9,True,0.0
2014,4,7,19,True,0.0
2014,4,1,4,True,0.5
2014,4,3,9,True,11.0
2014,4,1,4,True,7.2
2014,4,1,4,True,0.0
2014,4,2,12,True,2.0
2014,4,2,12,True,0.6
2014,4,3,9,True,0.8
2014,4,3,14,True,1.5
2014,4,7,19,True,12.6
2014,4,3,9,True,1.2
2014,4,1,4,True,4.2
2014,4,3,9,True,0.6
2014,4,7,6,True,3.2
2014,4,1,4,True,2.8
2014,4,7,18,True,0.7
2014,4,1,4,True,2.0
2014,4,3,9,True,0.2
2014,4,1,4,True,4.0
2014,4,7,19,True,6.7
2014,4,3,14,True,6.0
2014,4,1,4,True,12.0
2014,4,7,18,True,12.7
2014,4,2,12,True,0.4
2014,4,7,6,True,3.2
2014,4,3,14,True,0.1
2014,4,2,12,True,0.8
2014,4,5,17,True,0.0
2014,4,3,14,True,0.0
2014,4,3,9,True,1.6
2014,4,1,4,True,9.5
2014,4,7,13,True,2.3
2014,4,3,14,True,9.8
2014,5,8,3,True,9.0
2014,5,3,9,True,0.0
2014,5,7,19,True,0.2
2014,5,1,4,True,0.6
2014,5,3,9,True,7.5
2014,5,1,4,True,5.5
2014,5,1,4,True,0.0
2014,5,2,12,True,1.8
2014,5,2,12,True,0.0
2014,5,3,9,True,1.3
2014,5,3,14,True,1.2
2014,5,7,19,True,13.1
2014,5,3,9,True,2.0
2014,5,1,4,True,4.6
2014,5,3,9,True,0.6
2014,5,7,6,True,2.7
2014,5,1,4,True,2.4
2014,5,7,18,True,1.1
2014,5,1,4,True,2.1
2014,5,3,9,True,0.0
2014,5,1,4,True,3.9
2014,5,7,19,True,4.9
2014,5,3,14,True,4.2
2014,5,1,4,True,5.1
2014,5,7,18,True,13.2
2014,5,2,12,True,0.0
2014,5,7,6,True,2.5
2014,5,3,14,True,0.1
2014,5,2,12,True,0.0
2014,5,5,17,True,0.0
2014,5,3,14,True,0.0
2014,5,3,9,True,1.6
2014,5,1,4,True,6.1
2014,5,7,13,True,3.1
2014,5,3,14,True,0.0
2014,6,8,3,True,8.8
2014,6,3,9,True,0.0
2014,6,7,19,True,2.4
2014,6,1,4,True,0.7
2014,6,3,9,True,0.0
2014,6,1,4,True,2.9
2014,6,1,4,True,0.0
2014,6,2,12,True,2.1
2014,6,2,12,True,0.0
2014,6,3,9,True,0.1
2014,6,3,14,True,0.5
2014,6,7,19,True,10.0
2014,6,3,9,True,0.2
2014,6,1,4,True,3.2
2014,6,3,9,True,0.4
2014,6,7,6,True,2.6
2014,6,1,4,True,0.5
2014,6,7,18,True,0.1
2014,6,1,4,True,1.6
2014,6,3,9,True,0.0
2014,6,1,4,True,3.6
2014,6,7,19,True,3.5
2014,6,3,14,True,0.1
2014,6,1,4,True,2.4
2014,6,7,18,True,12.7
2014,6,2,12,True,0.0
2014,6,7,6,True,2.0
2014,6,3,14,True,0.1
2014,6,2,12,True,0.0
2014,6,5,17,True,0.0
2014,6,3,14,True,0.0
2014,6,3,9,True,0.0
2014,6,1,4,True,5.1
2014,6,7,13,True,3.5
2014,6,3,14,True,0.0
2014,7,8,3,True,9.0
2014,7,3,9,True,0.0
2014,7,7,19,True,2.8
2014,7,1,4,True,0.6
2014,7,3,9,True,2.1
2014,7,1,4,True,3.2
2014,7,1,4,True,0.1
2014,7,2,12,True,2.2
2014,7,2,12,True,0.0
2014,7,3,9,True,0.0
2014,7,3,14,True,1.1
2014,7,7,19,True,5.2
2014,7,3,9,True,0.0
2014,7,1,4,True,3.3
2014,7,3,9,True,0.5
2014,7,7,6,True,2.9
2014,7,1,4,True,0.0
2014,7,7,18,True,0.2
2014,7,1,4,True,1.9
2014,7,3,9,True,0.0
2014,7,1,4,True,2.6
2014,7,7,19,True,2.9
2014,7,3,14,True,0.6
2014,7,1,4,True,2.7
2014,7,7,18,True,12.8
2014,7,2,12,True,0.0
2014,7,7,6,True,0.1
2014,7,3,14,True,0.1
2014,7,2,12,True,0.0
2014,7,5,17,True,0.0
2014,7,3,14,True,0.0
2014,7,3,9,True,0.0
2014,7,1,4,True,5.2
2014,7,7,13,True,4.1
2014,7,3,14,True,11.2
2014,8,8,3,True,8.8
2014,8,3,9,True,0.0
2014,8,7,19,True,2.9
2014,8,1,4,True,0.7
2014,8,3,9,True,6.8
2014,8,1,4,True,5.2
2014,8,1,4,True,0.2
2014,8,2,12,True,2.1
2014,8,2,12,True,0.6
2014,8,3,9,True,1.2
2014,8,3,14,True,2.0
2014,8,7,19,True,4.8
2014,8,3,9,True,1.3
2014,8,1,4,True,5.4
2014,8,3,9,True,0.5
2014,8,7,6,True,4.9
2014,8,1,4,True,1.2
2014,8,7,18,True,1.2
2014,8,1,4,True,2.3
2014,8,3,9,True,3.8
2014,8,1,4,True,3.0
2014,8,7,19,True,2.3
2014,8,3,14,True,3.0
2014,8,1,4,True,4.6
2014,8,7,18,True,12.9
2014,8,2,12,True,0.5
2014,8,7,6,True,0.0
2014,8,3,14,True,0.2
2014,8,2,12,True,0.4
2014,8,5,17,True,0.0
2014,8,3,14,True,0.0
2014,8,3,9,True,1.0
2014,8,1,4,True,5.2
2014,8,7,13,True,4.2
2014,8,3,14,True,12.5
2014,9,8,3,True,9.9
2014,9,3,9,True,0.0
2014,9,7,19,True,2.9
2014,9,1,4,True,0.7
2014,9,3,9,True,5.9
2014,9,1,4,True,5.1
2014,9,1,4,True,0.2
2014,9,2,12,True,2.1
2014,9,2,12,True,3.1
2014,9,3,9,True,1.6
2014,9,3,14,True,1.7
2014,9,7,19,True,4.9
2014,9,3,9,True,2.4
2014,9,1,4,True,5.0
2014,9,3,9,True,0.6
2014,9,7,6,True,6.5
2014,9,1,4,True,1.4
2014,9,7,18,True,1.2
2014,9,3,9,True,0.0
2014,9,1,4,True,2.9
2014,9,3,9,True,13.5
2014,9,1,4,True,3.6
2014,9,7,19,True,1.7
2014,9,3,14,True,6.5
2014,9,1,4,True,4.5
2014,9,7,18,True,12.1
2014,9,2,12,True,3.0
2014,9,7,6,True,0.0
2014,9,3,14,True,0.2
2014,9,2,12,True,1.1
2014,9,5,17,True,0.0
2014,9,3,14,True,0.0
2014,9,3,9,True,1.9
2014,9,1,4,True,5.1
2014,9,7,13,True,4.4
2014,9,3,14,True,12.3
2014,10,8,3,True,11.3
2014,10,3,9,True,0.0
2014,10,7,19,True,3.6
2014,10,1,4,True,0.6
2014,10,3,9,True,5.8
2014,10,1,4,True,5.2
2014,10,1,4,True,0.2
2014,10,2,12,True,2.1
2014,10,2,12,True,3.4
2014,10,3,9,True,2.1
2014,10,3,14,True,1.9
2014,10,7,19,True,6.1
2014,10,3,9,True,3.2
2014,10,1,4,True,5.3
2014,10,3,9,True,0.7
2014,10,7,6,True,7.7
2014,10,1,4,True,1.3
2014,10,7,18,True,1.0
2014,10,3,9,True,0.1
2014,10,1,4,True,3.5
2014,10,3,9,True,7.9
2014,10,1,4,True,3.6
2014,10,7,19,True,1.8
2014,10,3,14,True,8.2
2014,10,1,4,True,4.4
2014,10,7,18,True,11.8
2014,10,2,12,True,3.4
2014,10,7,6,True,0.0
2014,10,3,14,True,0.2
2014,10,2,12,True,1.4
2014,10,5,17,True,0.0
2014,10,3,14,True,0.0
2014,10,3,9,True,2.0
2014,10,1,4,True,8.0
2014,10,7,13,True,4.9
2014,10,3,14,True,12.8
2014,11,8,3,True,12.4
2014,11,3,9,True,0.0
2014,11,7,19,True,2.4
2014,11,1,4,True,0.6
2014,11,3,9,True,6.7
2014,11,1,4,True,5.2
2014,11,1,4,True,0.2
2014,11,2,12,True,2.1
2014,11,2,12,True,3.4
2014,11,3,9,True,2.8
2014,11,3,14,True,2.3
2014,11,7,19,True,5.5
2014,11,3,9,True,4.1
2014,11,1,4,True,5.0
2014,11,3,9,True,0.6
2014,11,7,6,True,9.0
2014,11,1,4,True,1.3
2014,11,7,18,True,0.7
2014,11,3,9,True,0.2
2014,11,1,4,True,3.7
2014,11,3,9,True,11.9
2014,11,1,4,True,3.5
2014,11,7,19,True,2.0
2014,11,3,14,True,8.3
2014,11,1,4,True,4.4
2014,11,7,18,True,10.8
2014,11,2,12,True,3.7
2014,11,7,6,True,0.9
2014,11,3,14,True,0.2
2014,11,2,12,True,1.8
2014,11,5,17,True,0.0
2014,11,3,14,True,0.0
2014,11,3,9,True,2.2
2014,11,1,4,True,7.0
2014,11,7,13,True,4.4
2014,11,3,14,True,13.6
2014,12,8,3,True,14.0
2014,12,3,9,True,0.0
2014,12,7,19,True,1.6
2014,12,1,4,True,0.7
2014,12,3,9,True,6.6
2014,12,1,4,True,4.3
2014,12,1,4,True,0.2
2014,12,2,12,True,2.1
2014,12,2,12,True,3.5
2014,12,3,9,True,3.1
2014,12,3,14,True,2.3
2014,12,7,19,True,7.2
2014,12,3,9,True,4.6
2014,12,1,4,True,4.3
2014,12,3,9,True,0.6
2014,12,7,6,True,6.1
2014,12,1,4,True,1.4
2014,12,7,18,True,1.1
2014,12,3,9,True,0.5
2014,12,1,4,True,3.4
2014,12,3,9,True,15.2
2014,12,1,4,True,3.2
2014,12,7,19,True,4.5
2014,12,3,14,True,8.5
2014,12,1,4,True,3.9
2014,12,7,18,True,10.5
2014,12,2,12,True,3.8
2014,12,7,6,True,1.4
2014,12,3,14,True,0.2
2014,12,2,12,True,3.0
2014,12,5,17,True,0.0
2014,12,3,14,True,0.0
2014,12,3,9,True,2.1
2014,12,1,4,True,7.4
2014,12,7,13,True,3.2
2014,12,3,14,True,25.1
2015,1,8,3,True,14.9
2015,1,3,9,True,0.0
2015,1,7,19,True,0.3
2015,1,1,4,True,0.7
2015,1,3,9,True,5.9
2015,1,1,4,True,4.6
2015,1,1,4,True,0.2
2015,1,2,12,True,2.1
2015,1,2,12,True,3.4
2015,1,3,9,True,2.9
2015,1,3,14,True,1.5
2015,1,7,19,True,11.4
2015,1,3,9,True,4.8
2015,1,1,4,True,4.4
2015,1,3,9,True,0.5
2015,1,7,6,True,5.6
2015,1,1,4,True,2.5
2015,1,7,18,True,0.6
2015,1,3,9,True,0.2
2015,1,1,4,True,3.7
2015,1,3,9,True,9.2
2015,1,1,4,True,3.5
2015,1,7,19,True,6.6
2015,1,3,14,True,8.4
2015,1,1,4,True,3.9
2015,1,7,18,True,11.0
2015,1,2,12,True,3.4
2015,1,7,6,True,1.1
2015,1,3,14,True,0.2
2015,1,2,12,True,4.0
2015,1,5,17,True,0.0
2015,1,3,14,True,0.0
2015,1,3,9,True,2.2
2015,1,1,4,True,9.2
2015,1,7,13,True,2.7
2015,1,3,14,True,20.8
2015,2,8,3,True,13.3
2015,2,3,9,True,0.0
2015,2,7,19,True,2.0
2015,2,1,4,True,0.5
2015,2,3,9,True,1.8
2015,2,1,4,True,6.6
2015,2,1,4,True,0.2
2015,2,2,12,True,1.9
2015,2,2,12,True,3.1
2015,2,3,9,True,2.0
2015,2,3,14,True,1.4
2015,2,7,19,True,11.7
2015,2,3,9,True,3.5
2015,2,1,4,True,4.7
2015,2,3,9,True,0.5
2015,2,7,6,True,4.4
2015,2,1,4,True,2.5
2015,2,7,18,True,0.6
2015,2,3,9,True,0.3
2015,2,1,4,True,3.7
2015,2,3,9,True,3.6
2015,2,1,4,True,3.9
2015,2,7,19,True,8.9
2015,2,3,14,True,6.8
2015,2,1,4,True,13.6
2015,2,7,18,True,10.8
2015,2,2,12,True,2.9
2015,2,7,6,True,1.9
2015,2,3,14,True,0.2
2015,2,2,12,True,1.4
2015,2,5,17,True,0.0
2015,2,3,14,True,0.0
2015,2,3,9,True,0.9
2015,2,1,4,True,11.0
2015,2,7,13,True,2.9
2015,2,3,14,True,13.0
2015,3,8,3,True,13.2
2015,3,3,9,True,0.0
2015,3,7,19,True,8.5
2015,3,1,4,True,0.0
2015,3,3,9,True,1.7
2015,3,1,4,True,7.7
2015,3,1,4,True,0.2
2015,3,2,12,True,2.2
2015,3,2,12,True,3.6
2015,3,3,9,True,0.6
2015,3,3,14,True,1.1
2015,3,7,19,True,13.1
2015,3,3,9,True,1.2
2015,3,1,4,True,2.7
2015,3,3,9,True,0.6
2015,3,7,6,True,11.2
2015,3,1,4,True,2.8
2015,3,7,18,True,0.8
2015,3,3,9,True,0.4
2015,3,1,4,True,4.9
2015,3,3,9,True,0.0
2015,3,1,4,True,4.2
2015,3,7,19,True,6.6
2015,3,3,14,True,3.3
2015,3,1,4,True,19.7
2015,3,7,18,True,12.2
2015,3,2,12,True,3.6
2015,3,7,6,True,3.1
2015,3,3,14,True,0.1
2015,3,2,12,True,0.0
2015,3,5,17,True,0.0
2015,3,3,14,True,0.0
2015,3,3,9,True,1.4
2015,3,1,4,True,10.0
2015,3,7,13,True,5.1
2015,3,3,14,True,11.6
2015,4,8,3,True,10.2
2015,4,3,9,True,0.0
2015,4,7,19,True,6.3
2015,4,1,4,True,0.1
2015,4,3,9,True,7.3
2015,4,1,4,True,8.9
2015,4,1,4,True,0.2
2015,4,2,12,True,2.1
2015,4,2,12,True,1.7
2015,4,3,9,True,1.1
2015,4,3,14,True,0.6
2015,4,7,19,True,12.7
2015,4,3,9,True,1.8
2015,4,1,4,True,4.4
2015,4,3,9,True,0.6
2015,4,7,6,True,11.8
2015,4,1,4,True,2.6
2015,4,7,18,True,0.7
2015,4,3,9,True,0.3
2015,4,1,4,True,3.6
2015,4,3,9,True,0.0
2015,4,1,4,True,4.1
2015,4,7,19,True,7.1
2015,4,3,14,True,2.3
2015,4,1,4,True,8.6
2015,4,7,18,True,12.3
2015,4,2,12,True,3.0
2015,4,7,6,True,3.4
2015,4,3,14,True,0.1
2015,4,2,12,True,0.0
2015,4,5,17,True,0.0
2015,4,3,14,True,0.0
2015,4,3,9,True,1.5
2015,4,1,4,True,1.8
2015,4,7,13,True,3.9
2015,4,3,14,True,13.2
2015,5,8,3,True,8.7
2015,5,3,9,True,0.0
2015,5,7,19,True,3.0
2015,5,1,4,True,0.0
2015,5,3,9,True,4.6
2015,5,1,4,True,7.0
2015,5,1,4,True,0.2
2015,5,2,12,True,2.2
2015,5,2,12,True,0.0
2015,5,3,9,True,1.5
2015,5,3,14,True,0.8
2015,5,7,19,True,12.6
2015,5,3,9,True,2.3
2015,5,1,4,True,5.5
2015,5,3,9,True,0.7
2015,5,7,6,True,9.3
2015,5,1,4,True,2.5
2015,5,7,18,True,0.9
2015,5,3,9,True,0.3
2015,5,1,4,True,3.5
2015,5,3,9,True,0.0
2015,5,1,4,True,4.1
2015,5,7,19,True,5.3
2015,5,3,14,True,2.2
2015,5,1,4,True,6.2
2015,5,7,18,True,13.2
2015,5,2,12,True,0.3
2015,5,7,6,True,2.5
2015,5,3,14,True,0.1
2015,5,2,12,True,0.0
2015,5,5,17,True,0.0
2015,5,3,14,True,0.0
2015,5,3,9,True,1.0
2015,5,1,4,True,3.7
2015,5,7,13,True,3.7
2015,5,3,14,True,9.2
2015,6,8,3,True,8.5
2015,6,3,9,True,0.0
2015,6,7,19,True,2.2
2015,6,1,4,True,0.0
2015,6,3,9,True,0.0
2015,6,1,4,True,4.3
2015,6,1,4,True,0.1
2015,6,2,12,True,2.1
2015,6,2,12,True,0.0
2015,6,3,9,True,0.0
2015,6,3,14,True,0.6
2015,6,7,19,True,5.5
2015,6,3,9,True,0.1
2015,6,1,4,True,3.8
2015,6,3,9,True,0.3
2015,6,7,6,True,6.4
2015,6,1,4,True,1.3
2015,6,7,18,True,0.0
2015,6,3,9,True,0.0
2015,6,1,4,True,2.6
2015,6,3,9,True,0.0
2015,6,1,4,True,3.8
2015,6,7,19,True,3.5
2015,6,3,14,True,0.5
2015,6,1,4,True,3.7
2015,6,7,18,True,12.7
2015,6,2,12,True,0.0
2015,6,7,6,True,2.1
2015,6,3,14,True,0.0
2015,6,2,12,True,0.0
2015,6,5,17,True,0.0
2015,6,3,14,True,0.0
2015,6,3,9,True,0.4
2015,6,1,4,True,5.3
2015,6,7,13,True,4.2
2015,6,3,14,True,0.0
2015,7,8,3,True,12.3
2015,7,3,9,True,0.0
2015,7,7,19,True,2.8
2015,7,1,4,True,0.0
2015,7,3,9,True,0.0
2015,7,1,4,True,3.2
2015,7,1,4,True,0.1
2015,7,2,12,True,2.2
2015,7,2,12,True,0.0
2015,7,3,9,True,0.0
2015,7,3,14,True,0.1
2015,7,7,19,True,3.9
2015,7,3,9,True,0.0
2015,7,1,4,True,2.5
2015,7,3,9,True,0.3
2015,7,7,6,True,4.2
2015,7,1,4,True,1.4
2015,7,7,18,True,0.8
2015,7,3,9,True,0.0
2015,7,1,4,True,1.9
2015,7,3,9,True,0.0
2015,7,1,4,True,3.6
2015,7,7,19,True,2.8
2015,7,3,14,True,0.4
2015,7,1,4,True,2.6
2015,7,7,18,True,7.6
2015,7,2,12,True,0.0
2015,7,7,6,True,1.8
2015,7,3,14,True,0.0
2015,7,2,12,True,0.0
2015,7,5,17,True,0.0
2015,7,3,14,True,0.0
2015,7,3,9,True,0.0
2015,7,1,4,True,5.3
2015,7,7,13,True,5.0
2015,7,3,14,True,0.0
2015,8,8,3,True,12.0
2015,8,3,9,True,0.0
2015,8,7,19,True,3.1
2015,8,1,4,True,0.0
2015,8,3,9,True,5.0
2015,8,1,4,True,3.5
2015,8,1,4,True,0.2
2015,8,2,12,True,2.1
2015,8,2,12,True,0.0
2015,8,3,9,True,0.9
2015,8,3,14,True,1.6
2015,8,7,19,True,5.4
2015,8,3,9,True,1.0
2015,8,1,4,True,2.6
2015,8,3,9,True,0.6
